id,index,label,kind,use_scene,icon_name,flag_names,official_source,visual_family,drawing_brief,replacement_state,art_status,runtime_bitmap_symbol,runtime_encoding,acceptance_rule,official_coverage,replacement_contract
CAT-135,135,RC CAR 1,item,play,Car,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `RC CAR 1` as a 16x16 item silhouette; key cue: car body and wheel cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[135],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-136,136,RC CAR 2,item,play,Car,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `RC CAR 2` as a 16x16 item silhouette; key cue: car body and wheel cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[136],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-137,137,ROPE,item,play,icon_5,"['reusable', 'teen_plus']",item/shop behavior reference,item silhouette,Draw `ROPE` as a 16x16 item silhouette; key cue: looped rope cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[137],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-138,138,SHIRT,item,play,Shirt,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `SHIRT` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[138],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-139,139,SHOES,item,play,Shoes,['adult_only'],item/shop behavior reference,item silhouette,Draw `SHOES` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[139],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-140,140,THRONE,item,play,Throne,"['adult_only', 'reusable']",item/shop behavior reference,item silhouette,Draw `THRONE` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[140],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-141,141,TRUMPET,item,music,icon_6,"['adult_only', 'reusable']",TRUMPET,item silhouette,Draw `TRUMPET` as a 16x16 item silhouette; key cue: trumpet/horn cue.,accepted_reference,official_source_override,kCatalogEntryBitmaps[141],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",TRUMPET,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-142,142,TV,item,study,Tv,"['adult_only', 'reusable']",item/shop behavior reference,TV/screen silhouette,Draw `TV` as a 16x16 TV/screen silhouette; key cue: screen cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[142],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-143,143,WEIGHTS,item,play,Weights,"['adult_only', 'reusable']",item/shop behavior reference,barbell/weights silhouette,Draw `WEIGHTS` as a 16x16 barbell/weights silhouette; key cue: barbell cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[143],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-144,144,CAKE,food,snack,icon_6,"['snack', 'secret']",food/snack behavior reference,snack silhouette with compact object readability,Draw `CAKE` as a 16x16 snack silhouette with compact object readability matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[144],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-145,145,STEAK,food,meal,icon_1,['secret'],food/snack behavior reference,meal silhouette with plate/bowl readability,Draw `STEAK` as a 16x16 meal silhouette with plate/bowl readability; key cue: oval steak with bone or grill mark cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[145],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-146,146,CLOCK,item,study,Clock,"['reusable', 'secret']",item/shop behavior reference,item silhouette,Draw `CLOCK` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[146],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-147,147,HAIR GEL,item,play,HairGel,"['adult_only', 'secret']",item/shop behavior reference,item silhouette,Draw `HAIR GEL` as a 16x16 item silhouette; key cue: comb/hair gel container cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[147],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-148,148,HONEY,item,play,Honey,"['adult_only', 'secret']",item/shop behavior reference,item silhouette,Draw `HONEY` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[148],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-149,149,RC CAR 3,item,play,Car,"['adult_only', 'reusable', 'secret']",item/shop behavior reference,item silhouette,Draw `RC CAR 3` as a 16x16 item silhouette; key cue: car body and wheel cue.,needs_final_art,official section scene only,kCatalogEntryBitmaps[149],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-150,150,NYATCHI,item,play,Character,"['adult_only', 'secret']",item/shop behavior reference,item silhouette,Draw `NYATCHI` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[150],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-151,151,HOHOTCHI,item,play,Character,"['adult_only', 'reusable', 'secret']",item/shop behavior reference,item silhouette,Draw `HOHOTCHI` as a 16x16 item silhouette matching its gameplay/use semantic.,needs_final_art,official section scene only,kCatalogEntryBitmaps[151],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",source-backed substitute with official section scene reference,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-152,152,MEMORY153,souvenir,memory,icon_0,['secret'],,memory/souvenir silhouette,Draw `MEMORY153` as a 16x16 memory/souvenir silhouette matching its gameplay/use semantic.,needs_final_art,generated runtime row,kCatalogEntryBitmaps[152],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-153,153,MEMORY154,souvenir,memory,icon_1,['secret'],,memory/souvenir silhouette,Draw `MEMORY154` as a 16x16 memory/souvenir silhouette matching its gameplay/use semantic.,needs_final_art,generated runtime row,kCatalogEntryBitmaps[153],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-154,154,MEMORY155,souvenir,memory,icon_2,['secret'],,memory/souvenir silhouette,Draw `MEMORY155` as a 16x16 memory/souvenir silhouette matching its gameplay/use semantic.,needs_final_art,generated runtime row,kCatalogEntryBitmaps[154],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-155,155,MEMORY156,souvenir,memory,icon_3,['secret'],,memory/souvenir silhouette,Draw `MEMORY156` as a 16x16 memory/souvenir silhouette matching its gameplay/use semantic.,needs_final_art,generated runtime row,kCatalogEntryBitmaps[155],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-156,156,MEMORY157,souvenir,memory,icon_4,['secret'],,memory/souvenir silhouette,Draw `MEMORY157` as a 16x16 memory/souvenir silhouette matching its gameplay/use semantic.,needs_final_art,generated runtime row,kCatalogEntryBitmaps[156],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-157,157,MEMORY158,souvenir,memory,icon_5,['secret'],,memory/souvenir silhouette,Draw `MEMORY158` as a 16x16 memory/souvenir silhouette matching its gameplay/use semantic.,needs_final_art,generated runtime row,kCatalogEntryBitmaps[157],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-158,158,MEMORY159,souvenir,memory,icon_6,['secret'],,memory/souvenir silhouette,Draw `MEMORY159` as a 16x16 memory/souvenir silhouette matching its gameplay/use semantic.,needs_final_art,generated runtime row,kCatalogEntryBitmaps[158],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
CAT-159,159,MEMORY160,souvenir,memory,icon_7,['secret'],,memory/souvenir silhouette,Draw `MEMORY160` as a 16x16 memory/souvenir silhouette matching its gameplay/use semantic.,needs_final_art,generated runtime row,kCatalogEntryBitmaps[159],"16 uint16_t rows, high bit is leftmost pixel","catalog row must remain recognizable at native 16x16, at x2 proof scale, and when placed in the compact 64x64 main scene; it must not depend on text labels, anti-aliased grayscale, or runtime image files.",,Replace only this 16x16 C++ row in EchoPetCatalogVisuals.cpp or regenerate it with the manifest row id preserved. Do not add runtime PNG/JPG/GIF loading.
